pendapatan_per_kapita,skor_aset,jumlah_tanggungan,kualitas_hunian,akses_sanitasi,radiasi_satelit_ntl
193195.07,65.83,9,3,0,42.71
1046679.67,22.41,3,3,1,38.11
354077.64,15.75,3,5,1,44.2
1274008.94,49.89,5,4,1,49.51
132974.21,61.03,5,2,0,0.65
692630.68,91.44,2,3,1,34.66
2475931.22,69.38,1,3,1,6.08
703831.41,60.27,4,4,1,46.85
622253.15,28.24,3,3,0,11.42
273663.75,22.92,7,1,0,17.56
845529.01,61.62,3,2,1,48.95
575357.02,28.95,3,3,1,43.37
1143511.55,70.06,4,5,1,2.46
656167.62,19.73,5,4,1,2.44
669480.09,38.87,5,2,1,40.96
555241.7,75.71,2,4,1,3.61
630176.15,80.64,3,3,1,42.6
183964.09,39.35,9,3,1,46.24
271127.59,27.57,4,2,1,1.29
615262.42,91.45,4,3,1,11.08
359014.55,74.69,4,3,1,1.26
979335.94,78.6,3,2,1,3.73
347761.71,28.93,3,4,1,26.75
1853918.53,46.08,3,2,1,36.54
578997.38,15.8,2,3,1,24.03
376932.7,19.3,6,2,1,19.36
455524.8,28.78,7,1,1,10.42
351977.09,35.77,4,2,1,11.91
472395.12,94.76,7,3,0,29.16
316120.12,45.88,3,4,1,42.8
1184671.71,69.32,4,3,1,20.29
666554.56,86.88,3,2,1,46.99
346576.48,30.91,4,2,1,2.7
276158.83,22.3,6,3,1,41.48
805370.1,30.68,4,3,0,17.0
349071.64,85.01,4,1,0,43.45
316187.61,66.58,4,4,0,45.98
289328.67,48.36,6,1,0,35.05
195709.13,79.72,5,3,1,17.82
1477751.13,30.12,4,2,1,22.9
705749.8,30.33,2,3,1,27.63
653130.45,58.21,5,4,0,23.16
1124146.76,77.16,2,2,1,39.58
137288.25,32.06,8,4,1,38.6
329281.31,27.85,6,1,1,0.73
634735.56,50.29,5,5,1,7.67
221372.41,21.41,8,2,1,18.24
811329.76,73.56,5,4,0,33.65
457470.51,59.07,8,1,1,11.56
688252.46,53.57,5,2,1,16.21
376213.31,84.14,4,3,1,23.16
518630.7,72.27,2,3,1,29.52
343023.1,22.69,4,3,1,45.1
1115259.18,45.74,2,2,1,40.25
550198.34,37.31,5,3,1,18.02
134694.27,78.18,4,3,1,38.42
493282.7,71.12,4,3,1,41.65
545009.86,50.12,4,3,0,26.16
559534.89,80.01,3,2,1,14.87
860549.48,44.86,5,4,1,47.16
364819.47,78.3,7,4,1,48.12
2175932.71,12.73,2,2,1,11.31
248827.1,21.44,7,3,1,39.27
434975.49,74.26,8,3,0,2.18
1762823.86,19.72,3,3,1,0.22
1088946.97,68.12,4,1,0,17.64
514817.56,71.5,2,4,1,23.18
567605.59,66.29,3,4,1,27.36
537287.65,79.55,3,1,0,18.98
664811.19,53.49,4,4,1,6.53
748268.97,86.25,4,4,1,17.31
239719.91,58.41,5,3,1,41.11
2065128.7,53.17,1,2,0,16.85
196699.27,53.3,3,2,1,29.66
1177462.95,87.53,4,3,1,34.08
291599.79,30.71,5,3,0,36.65
1025172.23,69.08,2,3,1,24.45
823289.34,30.62,2,4,1,6.37
985911.81,17.83,4,5,1,45.04
90327.91,91.07,4,4,1,13.09
490774.21,21.03,4,5,0,17.01
372156.91,68.33,5,3,0,38.71
503432.98,46.09,3,1,0,38.2
1117157.44,81.15,5,1,0,44.83
194044.51,75.72,6,2,1,1.78
525086.47,22.22,6,3,1,43.74
409213.46,49.76,6,2,1,39.63
2113306.56,12.34,2,2,1,26.3
664333.37,46.51,2,4,0,8.06
638624.22,69.52,2,5,1,27.3
637865.34,29.73,6,1,1,9.78
426528.01,78.85,6,1,1,48.25
130780.83,14.52,6,3,1,35.47
717314.61,12.94,2,2,0,29.85
833356.92,12.33,3,4,0,40.69
819429.93,33.8,4,3,0,26.67
329775.45,49.7,4,1,1,3.11
86262.65,19.13,4,3,1,13.03
678499.86,94.72,4,2,1,49.09
476708.47,94.96,2,5,0,42.56
197005.01,54.18,3,3,0,46.38
181218.23,58.28,2,5,1,4.98
807819.69,88.78,4,1,1,12.48
305975.5,75.43,7,1,1,3.26
346337.24,24.28,5,2,1,41.13
760442.02,77.36,6,4,1,8.78
726577.51,29.63,4,3,1,20.56
2614629.19,46.57,2,4,1,13.55
286572.38,55.26,3,2,1,46.52
323679.84,70.94,6,1,1,30.46
93951.17,22.76,8,2,0,40.0
287969.87,16.47,6,3,1,30.15
426998.65,83.62,4,4,0,30.67
577538.43,80.28,5,3,0,19.21
679237.44,54.48,3,2,0,12.03
720535.47,66.3,4,3,1,17.48
604783.71,71.14,5,2,0,14.81
3612136.65,50.51,2,3,1,34.59
328201.85,31.86,5,1,1,21.19
225471.37,50.92,5,4,1,27.55
1149115.4,90.82,2,4,0,38.57
1225221.23,81.22,1,3,1,13.4
1608100.41,49.57,3,1,0,21.24
418224.99,29.17,4,2,1,26.02
282438.55,85.62,5,1,1,2.78
373590.74,64.25,4,3,0,7.69
762803.77,44.4,4,1,1,3.27
601234.02,19.49,3,4,0,37.64
337292.42,73.9,4,4,1,15.07
1077089.7,36.94,5,2,1,21.19
169462.67,61.54,7,3,1,33.65
506381.33,58.42,4,3,1,48.33
488758.72,69.47,6,2,1,40.57
186261.07,55.7,4,2,1,2.98
661233.26,63.58,4,1,1,15.36
350923.35,16.93,3,4,1,2.55
812097.19,66.55,4,2,1,3.18
370940.56,26.51,3,3,0,6.46
1001539.76,43.32,3,4,1,16.12
641612.85,53.57,6,3,0,11.65
664921.32,68.38,5,5,0,17.67
2305458.17,73.11,1,3,1,41.12
575277.12,69.92,3,2,0,39.9
280606.99,18.08,5,4,0,17.6
798796.38,42.89,6,2,1,33.03
434386.76,33.86,3,5,0,18.7
354742.72,43.87,3,3,1,19.36
591125.4,64.98,5,5,1,33.82
307436.41,26.4,4,2,0,19.28
224251.62,52.68,5,1,1,27.51
277957.96,85.21,3,2,1,5.85
296800.71,72.15,5,1,1,26.99
628919.59,71.66,3,4,0,37.13
2294108.88,82.14,1,2,1,44.43
877199.2,43.94,4,3,1,7.45
679997.49,74.56,4,3,1,20.59
294701.19,14.99,6,3,0,24.36
251493.51,14.8,7,4,0,45.25
897602.14,38.2,3,1,1,12.94
386793.73,26.73,11,1,1,8.37
534717.67,54.08,4,1,0,7.16
748161.62,25.57,2,1,1,7.83
182138.18,92.92,6,2,0,43.49
208268.31,82.34,4,5,1,31.03
985741.58,93.52,3,2,0,21.09
934881.28,78.66,3,3,1,43.35
400515.59,90.84,7,4,1,14.97
917728.75,41.29,2,5,0,46.4
1537315.94,52.32,3,5,0,37.97
247154.63,30.38,6,4,1,1.13
1172383.31,64.04,3,3,1,23.19
387440.03,77.0,5,2,0,42.14
344102.61,52.39,4,3,1,19.87
707309.65,35.19,4,2,1,49.36
633799.1,53.15,4,1,0,42.34
1228170.81,15.35,2,5,1,37.68
1040924.56,71.3,2,3,1,6.86
387637.63,48.39,5,3,1,5.48
1662088.14,86.35,5,3,1,32.1
1345049.94,88.48,3,3,1,33.11
611859.66,20.67,5,3,1,7.46
706774.69,94.67,3,5,0,42.71
1209456.97,92.43,3,4,1,43.7
676374.71,63.31,4,2,1,20.89
503545.06,80.16,4,2,1,30.43
550867.24,11.57,3,3,0,25.59
629598.32,92.48,3,3,1,1.88
98630.15,48.79,3,4,1,4.61
1124909.7,87.32,2,4,0,39.01
493018.54,42.74,3,4,1,24.47
1288910.23,76.99,4,4,0,30.58
1002953.06,45.53,2,4,1,30.68
242881.17,40.83,4,2,1,19.04
962149.12,90.48,2,4,1,1.57
529230.94,69.42,2,2,1,39.37
658519.95,81.41,4,5,1,23.48
472187.06,56.19,5,4,0,7.03
440322.3,88.06,8,1,1,1.15
411209.72,72.9,3,4,1,0.97
505908.19,16.13,4,3,0,1.76
291377.41,75.18,3,5,1,7.84
604078.21,11.59,5,3,1,11.65
1353460.94,80.47,2,1,1,12.43
667429.24,38.21,4,2,1,31.64
283526.61,60.85,7,3,0,12.15
1271511.05,73.7,2,3,0,33.73
1038372.93,64.14,5,2,1,41.19
417754.44,67.15,4,3,1,19.3
538688.49,85.88,4,3,0,35.95
344452.66,41.79,3,4,1,5.3
294416.01,56.51,4,2,1,16.46
420521.15,24.87,5,3,1,34.16
1922646.05,49.74,2,2,0,46.6
425039.4,22.75,4,3,0,30.82
344211.71,63.85,5,4,0,18.26
310652.73,37.56,5,3,1,15.75
359637.42,83.02,4,3,1,19.64
788880.86,39.2,3,3,0,32.68
161491.45,34.38,5,2,1,16.42
610878.64,51.76,7,1,1,23.55
332518.99,24.9,4,2,0,37.97
382200.47,27.32,8,3,1,11.97
231354.51,76.57,4,3,0,35.85
987263.04,52.26,3,4,1,38.1
989103.72,27.54,3,5,0,43.2
416133.66,12.68,6,2,1,1.29
218361.01,49.65,5,1,0,5.78
1151506.6,73.12,2,1,0,47.75
243743.55,39.85,4,1,1,6.38
851874.82,31.08,2,5,1,24.44
612857.91,43.69,6,5,1,8.43
639590.4,91.53,5,1,1,40.61
2000904.26,45.97,1,2,0,4.92
368245.0,32.07,3,3,0,4.37
973584.93,58.39,3,2,1,25.28
501487.71,78.91,4,3,1,11.99
70396.62,11.9,7,4,1,33.11
792766.13,57.44,4,4,1,34.27
488534.78,81.09,4,4,1,29.34
1019860.48,28.33,4,1,0,41.75
256925.99,88.34,4,2,1,34.9
98259.32,59.1,3,5,1,9.46
1172094.8,53.92,2,2,1,4.01
1180904.26,91.91,2,3,0,37.41
239661.97,21.02,3,2,0,37.03
551144.93,72.91,2,2,0,42.53
2071311.9,79.58,5,2,1,10.2
275095.66,51.53,6,2,0,11.24
512376.98,10.55,6,4,1,28.88
447303.14,54.57,3,2,1,7.87
113139.9,23.05,5,3,1,14.89
596737.6,57.82,3,5,0,40.64
338134.61,72.78,5,5,0,16.78
311961.53,55.14,5,3,1,0.67
231370.12,63.62,8,2,1,32.58
774481.21,18.84,3,2,1,9.11
603992.79,18.25,3,4,1,9.87
92875.13,82.33,10,5,0,0.92
530870.27,14.19,5,1,1,28.94
102602.49,34.17,6,4,1,28.14
289710.77,89.7,2,1,1,4.91
3089464.39,49.0,1,2,1,2.62
537548.49,67.34,5,3,1,24.59
478910.22,28.84,4,2,1,39.09
429159.41,32.99,2,3,0,47.69
185228.09,53.27,7,3,1,3.85
846787.26,64.24,2,2,0,35.44
761057.06,91.64,1,3,1,9.65
636306.49,58.83,2,1,1,1.8
1466297.42,18.16,2,4,1,16.81
666951.81,41.19,7,3,0,28.74
385402.99,30.75,4,5,1,30.11
1040571.59,31.62,3,1,1,2.56
78599.64,52.96,8,4,0,46.4
589030.26,36.92,5,2,0,2.82
407998.45,34.59,3,2,0,10.94
794759.7,92.28,3,2,1,21.68
427219.92,59.64,4,2,1,47.29
2189319.29,32.25,2,3,1,49.56
586654.55,33.45,2,1,1,0.12
963137.53,78.94,3,4,1,11.3
419157.14,85.35,4,4,1,25.12
450774.44,67.72,4,1,1,34.75
253666.96,46.67,7,4,0,32.87
132637.03,74.99,9,1,1,12.65
655352.36,89.68,3,4,0,9.96
636537.61,24.13,3,3,1,0.81
763853.93,83.24,3,2,1,42.16
1042941.77,82.15,2,3,1,19.0
800108.3,41.15,4,3,0,43.23
1725380.2,34.8,2,3,1,16.25
211121.29,58.05,5,3,1,37.83
667854.48,33.14,5,4,0,3.58
194611.44,22.36,5,1,1,40.59
940438.23,91.01,3,2,0,44.56
1437902.61,51.77,2,3,1,13.32
209944.31,50.14,3,3,1,7.18
698838.72,20.72,3,2,1,9.89
249482.2,52.85,6,1,1,43.4
314407.91,73.14,4,1,1,14.38
1486446.77,31.08,3,3,1,11.64
191354.38,41.36,7,2,1,48.95
244442.63,25.21,5,3,1,33.53
414977.28,40.18,5,3,1,41.63
997234.83,83.21,3,2,1,37.38
910604.25,30.15,2,4,1,18.76
1330692.5,12.51,3,3,1,43.15
454442.16,55.58,6,3,1,29.45
134158.72,59.26,4,2,0,32.9
288624.53,37.96,5,4,1,16.37
707680.19,64.53,2,2,1,49.06
528701.17,13.22,5,3,0,42.74
68415.2,38.95,6,1,1,7.49
2287823.45,22.29,4,1,1,10.27
1363367.74,29.53,2,1,0,37.45
542005.66,42.52,4,3,1,1.39
1342881.64,51.94,3,3,0,16.84
1348404.99,17.92,6,2,1,26.67
835807.52,18.61,4,1,1,10.33
1167850.65,67.29,3,4,1,43.67
536123.41,44.35,4,2,0,44.47
910671.36,25.0,2,4,1,47.85
745175.88,29.97,2,1,1,7.4
241565.25,71.2,5,2,1,4.06
218825.98,14.4,6,3,1,27.85
440876.13,53.24,2,4,1,39.64
473630.5,40.63,4,4,0,14.62
180395.17,78.95,4,3,0,12.12
741134.67,77.16,3,4,0,25.93
646668.67,68.58,3,3,0,24.15
433099.71,42.71,5,4,1,24.03
289897.63,63.66,5,4,1,20.32
6280555.82,64.39,2,5,0,36.38
1494731.65,38.24,3,1,1,30.77
234915.26,84.8,4,2,0,24.44
2280079.46,93.71,1,2,1,36.06
688347.54,36.73,2,3,1,13.16
134843.57,78.1,8,3,1,44.6
221829.07,52.58,4,2,0,19.27
856592.62,49.41,3,3,0,16.45
164675.2,42.86,8,3,0,27.16
708749.69,34.82,5,3,0,13.59
1799684.89,88.16,2,1,1,13.51
1130368.53,72.97,4,5,0,3.99
396311.44,47.46,3,1,0,32.63
659294.11,73.88,4,5,0,45.65
241485.78,71.08,12,2,1,34.29
298359.73,32.72,5,2,1,28.43
623927.62,24.97,2,3,0,35.62
1736010.31,81.09,3,3,1,48.33
568185.46,78.97,4,2,1,16.89
967981.6,94.73,3,2,0,21.59
403584.88,11.65,3,5,1,14.38
318003.3,55.93,3,4,0,0.93
469638.18,69.61,3,2,1,17.44
613524.13,59.52,3,3,0,3.67
130878.73,70.39,8,2,1,42.93
492770.46,21.67,4,3,0,35.81
719921.09,10.13,1,2,1,15.27
168756.49,17.91,6,2,1,16.46
988490.65,42.31,3,3,1,28.52
569683.6,37.96,5,2,1,39.92
522438.03,84.29,3,3,0,35.96
269156.17,17.1,4,5,0,1.54
267603.99,47.63,4,4,0,39.29
176101.26,91.41,9,2,1,44.08
486480.27,52.75,6,2,1,4.59
432572.78,21.25,8,3,0,38.53
367981.0,34.76,4,4,1,12.66
330807.61,63.28,3,4,1,8.77
465686.65,11.02,5,3,0,27.24
241939.05,92.29,5,3,1,27.68
363216.39,58.19,4,4,1,23.6
1097857.7,69.85,4,2,0,45.1
3256844.23,52.41,1,4,1,12.16
544972.29,91.42,4,1,1,30.17
462176.17,60.08,2,3,0,20.55
1125446.9,66.27,2,3,1,43.7
937807.53,83.17,4,2,1,6.73
527554.53,83.23,3,1,0,4.24
1115010.18,12.39,4,4,1,49.64
1076636.96,34.08,4,1,1,28.9
2690109.67,30.94,2,2,0,45.61
595318.31,10.56,4,3,0,20.47
705132.25,84.53,4,5,1,30.25
926412.11,36.96,5,1,1,34.74
1296643.01,39.49,2,3,1,49.31
733888.48,18.47,2,2,0,5.73
504973.89,94.13,3,3,1,6.33
762624.22,80.23,3,5,1,26.21
304690.22,58.61,3,2,1,2.88
454862.43,75.61,4,5,1,36.4
3828288.03,76.05,1,4,1,49.54
76064.55,65.82,7,3,1,40.59
1659583.08,24.79,3,4,0,13.36
648012.37,71.23,6,4,0,40.0
1504755.87,58.42,1,4,1,31.43
915679.97,71.55,3,2,0,6.06
331084.59,56.19,6,4,1,28.34
829481.68,91.29,5,2,1,44.85
1191826.54,63.3,3,4,1,14.57
285313.91,58.76,3,2,1,32.99
705077.56,81.64,4,3,0,2.17
876310.81,42.24,2,3,1,41.73
520947.83,36.84,4,3,1,10.38
182989.99,52.77,7,4,1,30.47
1886568.17,59.68,3,5,0,26.26
925179.2,28.74,4,2,1,27.45
636023.07,67.99,2,1,0,12.76
890228.67,78.2,1,3,1,28.0
524386.42,59.07,3,3,0,30.18
643326.23,54.45,4,2,1,21.33
327162.86,35.04,7,4,0,31.7
2102699.42,87.31,2,4,1,9.66
1061654.97,74.13,3,2,0,25.68
709491.29,50.82,5,3,0,35.87
603088.29,66.02,4,3,1,18.46
123070.25,38.63,7,2,1,20.62
587698.06,15.08,3,5,1,8.29
749091.14,27.33,5,2,1,30.86
274628.92,16.76,7,3,0,6.26
893804.13,53.19,3,2,1,25.09
409403.56,62.88,4,1,0,10.6
534435.17,42.34,2,1,1,9.79
263045.79,55.06,7,2,0,4.88
477342.98,17.26,5,4,1,17.93
445955.78,75.45,3,3,1,43.38
344254.1,12.79,5,3,1,30.29
225682.44,63.93,5,5,1,38.98
1293593.63,46.83,3,1,1,5.82
276943.02,25.62,6,4,1,15.73
1580166.91,54.46,3,2,1,19.49
1653883.01,76.38,3,2,1,43.01
472162.3,45.15,4,3,1,33.25
216531.83,41.26,5,4,1,24.57
189065.54,22.11,3,2,1,15.09
204942.23,60.54,4,4,1,38.02
144920.36,80.38,6,1,1,44.43
906769.77,57.71,5,3,1,26.89
708483.79,24.03,3,3,1,2.27
500981.67,66.2,5,3,1,13.67
174404.94,12.56,3,5,1,37.32
241572.71,81.23,4,5,1,19.44
1125384.8,88.33,3,2,0,31.33
785010.35,60.75,3,3,1,26.27
363029.33,84.95,5,4,0,45.4
2782625.36,17.18,1,4,1,15.42
2645396.46,29.41,2,3,1,22.36
248069.54,36.97,7,2,1,3.33
516756.74,75.72,4,4,1,40.27
445129.37,51.16,5,2,1,16.36
1189871.21,39.61,7,3,1,36.12
112526.98,23.44,5,1,1,0.25
746864.79,78.9,4,3,1,43.38
616927.23,11.74,3,2,1,48.6
397978.35,38.67,7,3,1,23.55
148501.73,30.64,9,3,0,24.18
320892.52,20.97,6,4,0,30.86
1012804.79,24.62,3,2,1,48.76
6417883.45,51.97,2,2,1,27.97
459967.71,46.21,7,4,0,3.79
298005.22,54.06,4,2,1,28.3
768808.36,71.85,2,3,0,21.01
503500.13,85.85,3,5,0,38.07
337549.32,20.07,2,3,1,15.24
271084.65,17.03,6,2,1,46.23
769428.33,37.23,4,3,0,40.02
307690.12,56.44,3,3,0,16.4
743892.4,18.49,5,4,1,17.66
442814.14,70.86,6,2,0,25.94
319069.95,57.27,4,2,0,5.07
607112.83,73.62,3,1,0,34.54
739021.97,40.42,7,4,1,30.5
3079040.83,44.09,1,4,1,16.0
664412.12,78.64,3,3,0,31.94
245605.01,32.7,7,3,0,5.0
519006.19,42.42,4,4,1,47.61
291706.65,11.15,5,2,1,3.44
280408.6,57.2,2,3,0,16.51
1350342.52,82.37,5,5,0,48.53
725475.59,12.37,3,3,0,19.98
1258890.3,62.17,2,1,0,44.29
638350.68,81.86,3,2,1,7.63
318900.86,51.98,4,3,1,3.43
443366.03,36.61,4,1,1,5.5
189865.04,94.71,4,3,1,48.61
1554732.38,15.51,5,3,1,4.53
236333.32,27.89,4,4,1,32.62
213497.91,85.25,5,3,1,22.09
380617.46,35.27,4,3,1,43.05
2147249.45,79.69,2,2,1,14.79
1000047.66,38.32,2,1,0,1.54
472206.35,79.02,2,2,1,37.46
841688.36,68.29,5,1,0,29.48
768584.67,49.82,4,3,1,21.78
342360.46,54.45,8,3,0,16.22
380788.36,25.1,8,3,0,44.98
1668072.34,19.85,5,1,1,6.18
1471244.24,70.94,5,2,1,7.15
328297.81,82.13,4,4,1,0.84
477555.53,71.37,11,3,1,3.72
623813.39,87.59,4,1,0,42.88
534998.69,85.66,5,4,0,39.7
239432.12,76.15,3,3,1,5.21
298345.97,86.34,6,2,0,39.01
405831.59,24.21,3,2,1,32.09
814672.06,72.17,4,3,0,19.44
1256745.51,74.06,3,3,0,4.3
142773.37,23.09,4,4,0,30.16
391343.58,87.31,5,2,1,42.0
1295626.1,10.75,3,3,1,21.09
295443.58,46.94,6,3,1,21.28
767691.95,11.83,4,3,0,41.35
611949.43,54.49,4,1,1,10.61
486775.46,45.03,5,3,1,8.71
336978.06,62.96,5,2,0,34.81
191111.75,75.15,5,5,1,32.86
1011638.56,75.33,1,3,1,45.62
1011554.91,71.39,3,3,0,16.78
286577.65,18.66,7,3,0,10.18
608212.96,45.48,3,5,0,21.5
307499.29,79.36,5,3,1,19.25
412747.92,65.62,4,2,1,46.91
743191.6,67.89,5,5,1,45.89
405371.49,29.29,4,5,0,21.46
295595.98,37.63,3,2,1,20.68
1032587.94,91.24,3,2,0,22.31
876705.86,81.99,2,5,1,36.57
505115.89,24.02,4,3,1,27.55
2600982.47,56.3,2,3,1,14.47
279778.51,51.69,7,2,0,38.46
1179219.13,47.71,2,2,1,45.2
977394.76,50.0,1,3,0,35.92
347583.57,64.65,5,1,1,9.81
1429118.6,92.21,2,1,0,39.61
155957.35,84.4,5,1,1,49.45
1118344.33,84.39,2,2,1,34.29
526591.45,69.79,4,2,1,12.27
508122.64,11.49,4,4,1,0.38
1231425.56,47.44,3,2,1,19.33
484670.81,53.45,5,3,0,23.57
802176.29,81.61,6,1,1,45.49
546177.4,88.44,2,3,0,31.02
537809.87,48.38,4,3,1,14.15
297976.51,35.54,7,3,1,34.62
521935.93,38.68,2,4,1,4.7
879828.82,59.19,4,2,1,10.75
3999407.58,33.37,2,3,1,37.25
490657.69,87.41,4,4,1,14.93
536904.08,45.59,5,4,0,1.65
417180.05,94.16,5,5,1,24.89
323047.56,19.31,4,1,1,32.94
166250.25,25.97,4,4,0,39.47
324565.14,53.49,4,3,0,15.37
430059.04,83.81,2,1,1,21.29
1837375.88,40.09,3,3,1,27.87
370088.07,81.18,5,4,1,3.83
537044.43,46.16,3,2,1,9.96
563393.07,82.5,6,3,0,18.53
1011504.45,33.58,1,1,0,13.43
312883.82,50.11,4,4,1,23.34
688472.79,33.69,3,3,0,32.57
612621.11,28.29,6,1,1,27.03
382736.05,45.8,7,1,0,38.73
575330.95,38.45,4,4,1,31.35
1038952.41,76.91,2,1,0,14.67
504187.55,73.55,5,2,0,6.09
1118886.51,40.48,2,3,1,32.02
213753.49,94.34,5,2,1,10.68
1019171.25,92.78,2,2,0,16.0
208219.67,88.02,5,4,1,39.78
1040802.23,59.85,2,2,1,11.07
247669.82,45.05,6,1,0,26.94
3032860.18,36.61,3,4,1,4.83
322643.7,11.28,6,5,0,20.89
284601.14,63.7,3,4,0,49.02
457346.92,57.02,4,3,1,47.72
902571.29,63.54,3,3,1,47.34
2705699.92,58.96,2,5,1,29.8
174013.3,21.71,8,4,1,14.81
153446.2,69.11,5,3,1,17.81
809205.23,40.64,4,4,0,10.38
123714.36,53.89,7,3,0,4.97
763111.59,41.08,2,5,1,8.53
424697.89,11.87,4,4,1,23.42
316937.69,84.51,6,3,1,1.45
749532.02,22.64,4,5,1,46.97
328905.27,59.48,4,2,1,28.12
841225.7,85.07,2,4,1,8.76
393170.99,28.81,5,2,1,20.88
433792.19,45.02,5,4,0,18.88
350437.21,42.11,6,2,1,41.78
858542.25,17.58,3,5,1,6.11
1096563.13,46.0,3,1,1,21.55
836488.61,50.76,3,3,1,35.59
650734.47,12.26,4,2,0,18.72
191831.32,51.49,4,4,1,17.94
681140.81,17.98,3,3,1,17.09
881246.13,85.86,3,5,0,38.12
1023514.07,65.26,3,4,1,6.05
218126.42,14.8,6,4,1,42.85
445059.89,80.3,3,1,0,3.64
351247.1,40.74,4,1,0,16.02
547112.88,29.18,5,4,0,19.51
1229006.09,31.58,3,2,0,19.74
776364.0,60.81,2,4,1,9.46
569787.02,16.93,6,1,1,30.2
427047.26,14.99,5,2,0,22.73
368056.09,63.34,5,5,0,28.42
436644.7,93.46,4,4,0,30.78
775817.4,51.09,4,1,1,9.65
344357.81,45.13,7,3,1,46.02
3883891.12,90.51,2,5,0,41.52
198175.0,30.48,6,1,1,41.44
450945.4,30.45,6,1,1,26.63
240558.82,86.93,6,3,1,41.02
168134.18,64.99,7,1,0,31.41
656624.39,14.57,3,3,0,22.58
538270.84,67.29,4,3,0,37.65
1631473.23,79.7,7,4,0,30.04
887678.88,33.29,2,5,0,0.2
335467.54,42.55,3,3,1,49.85
467132.64,26.8,5,3,0,21.55
285520.41,63.83,2,4,1,28.63
625441.85,66.46,3,2,0,20.36
500478.94,15.83,4,5,0,5.11
3193922.14,67.6,1,1,1,41.72
889023.54,65.97,4,1,0,34.16
488573.86,12.99,3,3,1,41.44
1811438.05,57.21,1,2,0,24.25
417364.5,62.18,3,2,0,39.61
251920.31,46.56,4,2,1,39.91
2387928.63,86.61,1,3,1,16.88
307809.51,37.91,3,4,1,0.3
386516.37,15.71,4,3,1,43.0
545658.41,67.11,2,1,1,9.31
393918.68,61.44,7,1,1,43.45
1460900.67,94.07,4,3,0,30.95
454021.59,29.66,2,4,1,31.77
217417.91,43.62,3,3,1,12.44
367923.37,49.2,5,4,1,20.19
1000761.23,83.23,2,1,0,15.67
376787.3,45.24,6,3,1,9.6
252823.84,75.63,6,4,1,36.25
878937.65,23.34,2,5,1,4.88
823973.76,44.83,3,1,0,25.65
1233845.47,23.17,3,2,0,26.85
122704.32,90.72,5,2,1,47.77
529677.73,25.11,3,3,1,43.48
751384.65,45.62,3,3,1,24.64
285763.54,16.99,4,4,0,42.22
800339.77,88.32,7,5,0,39.55
451414.73,63.02,3,1,1,1.49
483559.68,91.81,4,3,1,46.11
691984.54,13.59,4,1,0,34.43
347644.18,24.87,4,4,0,33.63
163695.26,42.3,4,1,1,35.7
306621.5,62.82,5,5,1,11.32
1838604.01,38.01,2,3,1,1.56
539960.16,70.51,3,2,1,11.67
1193188.17,24.04,1,3,1,39.75
1151747.64,61.05,3,2,0,29.91
232262.83,43.83,7,2,1,18.13
291987.3,53.2,5,3,1,12.15
542194.08,58.42,4,4,1,40.01
629708.45,15.09,5,5,0,22.95
2759102.02,88.54,3,3,1,30.63
3257080.06,76.82,1,4,0,0.73
994116.44,47.61,4,4,1,21.55
1463615.47,56.53,1,4,1,0.87
357134.18,12.77,3,1,1,39.39
514579.04,52.33,4,2,1,12.54
528610.73,46.24,4,1,0,8.44
259522.32,41.83,4,3,1,46.33
254973.05,79.3,7,4,0,1.0
839849.74,25.46,3,4,1,9.97
410231.36,24.99,6,4,0,12.1
383334.23,54.34,7,2,1,41.16
472191.98,68.41,5,1,1,35.53
365675.07,11.91,4,2,0,48.37
364166.06,56.4,4,3,1,34.77
321906.65,35.39,3,1,1,11.89
1157099.63,74.33,5,1,0,8.43
285546.47,49.85,7,2,0,37.79
433130.27,80.9,4,1,1,45.06
283915.06,43.74,4,2,0,45.59
3846916.41,80.3,3,5,1,38.58
148760.52,70.9,7,1,1,39.74
510976.54,80.4,3,4,0,33.15
636161.5,79.06,4,5,0,36.82
710577.59,51.34,4,3,1,5.89
1761386.87,41.29,2,5,0,16.53
2932652.68,75.04,2,2,0,22.96
895450.57,40.73,3,5,0,33.25
526093.56,17.6,2,4,1,20.94
283246.68,83.0,6,4,0,18.81
2384975.53,43.76,1,1,1,28.22
1714515.8,21.27,4,4,1,19.78
142850.98,64.95,6,5,0,3.72
1359916.17,85.63,3,4,0,48.47
552193.75,83.18,4,1,1,46.32
655570.03,57.13,5,1,1,2.05
466264.71,17.49,4,2,1,26.51
398685.49,69.21,3,4,1,35.67
622242.87,61.75,5,1,0,30.53
1468146.73,27.86,2,5,1,17.73
1776377.97,86.55,2,3,1,40.18
393398.87,17.37,5,2,1,30.78
461157.31,41.71,3,3,0,12.02
155638.28,18.04,5,4,0,30.6
1080583.44,87.52,3,2,0,13.81
1278485.21,13.01,2,2,0,29.83
277683.17,46.19,4,3,1,38.24
478419.63,83.25,3,3,0,15.2
499484.79,31.37,3,4,1,14.2
162880.39,18.93,5,2,0,36.36
173421.52,20.8,7,2,1,25.47
200840.0,44.42,5,3,1,7.03
387014.81,46.43,4,3,0,27.33
318216.47,71.04,4,3,0,33.19
186745.63,30.22,4,3,1,24.62
3336413.41,69.66,2,2,1,31.25
4203905.11,94.91,1,2,0,18.31
414146.92,83.46,3,2,0,43.9
1167418.73,64.02,2,3,0,12.07
